gene_id	locus_tag	start	end	strand	product	go	genome_id	accession	gene_name
cds-WP_001790623.1	USA300HOU_RS05120	1036987	1037088	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05120
cds-WP_130137088.1	USA300HOU_RS15225	1037110	1037370	+	lactococcin 972 family bacteriocin	None	TCH1516	NC_010079.1	USA300HOU_RS15225
cds-WP_000870806.1	USA300HOU_RS05125	1037414	1039378	+	bacteriocin-associated integral membrane family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05125
cds-WP_000668623.1	USA300HOU_RS05130	1039381	1039701	+	YxeA family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05130
cds-WP_000571178.1	USA300HOU_RS05135	1039698	1040339	+	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS05135
cds-WP_001795544.1	USA300HOU_RS15230	1040427	1040717	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS15230
cds-WP_000410720.1	USA300HOU_RS05145	1040996	1041283	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05145
cds-WP_000719184.1	USA300HOU_RS05150	1041289	1042770	+	glycosyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS05150
cds-WP_000766009.1	USA300HOU_RS05155	1042859	1043215	-	DoxX family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05155
cds-WP_001081351.1	USA300HOU_RS05160	1043692	1044651	+	ABC transporter substrate-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS05160
cds-WP_001790177.1	USA300HOU_RS05165	1044697	1044828	-	SAR1012 family small protein	None	TCH1516	NC_010079.1	USA300HOU_RS05165
cds-WP_000867357.1	USA300HOU_RS05170	1044892	1045107	-	TM2 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS05170
cds-WP_000620953.1	USA300HOU_RS05175	1045272	1045823	+	GNAT family N-acetyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS05175
cds-WP_000070966.1	USA300HOU_RS05180	1045875	1046813	-	1%2C4-dihydroxy-2-naphthoate polyprenyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS05180
cds-WP_001791731.1	USA300HOU_RS16000	1046964	1047068	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS16000
cds-WP_223200571.1	USA300HOU_RS05185	1047034	1048356	+	isochorismate synthase MenF	None	TCH1516	NC_010079.1	USA300HOU_RS05185
cds-WP_000526687.1	USA300HOU_RS05190	1048343	1050016	+	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	menaquinone biosynthetic process|0009234||IEA	TCH1516	NC_010079.1	menD
cds-WP_000150195.1	USA300HOU_RS05195	1050003	1050806	+	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase	menaquinone biosynthetic process|0009234||IEA	TCH1516	NC_010079.1	menH
cds-WP_000184947.1	USA300HOU_RS05200	1050799	1051620	+	1%2C4-dihydroxy-2-naphthoyl-CoA synthase	menaquinone biosynthetic process|0009234||IEA	TCH1516	NC_010079.1	menB
cds-WP_000284457.1	USA300HOU_RS05205	1051859	1052188	-	staphostatin B	None	TCH1516	NC_010079.1	sspC
cds-WP_001088780.1	USA300HOU_RS05210	1052226	1053407	-	cysteine protease staphopain B	None	TCH1516	NC_010079.1	sspB
cds-WP_000676548.1	USA300HOU_RS05215	1053489	1054499	-	Glu-specific serine endopeptidase SspA	None	TCH1516	NC_010079.1	sspA
cds-WP_000777581.1	USA300HOU_RS05220	1055027	1056181	-	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	biosynthetic process|0009058||IEA	TCH1516	NC_010079.1	USA300HOU_RS05220
cds-WP_000202439.1	USA300HOU_RS05225	1056377	1057387	-	acyltransferase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05225
cds-WP_000278010.1	USA300HOU_RS05230	1057540	1057959	+	MarR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS05230
cds-WP_001788579.1	USA300HOU_RS05235	1057986	1058096	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05235
cds-WP_001074556.1	USA300HOU_RS05240	1058166	1061936	-	bifunctional autolysin	None	TCH1516	NC_010079.1	USA300HOU_RS05240
cds-WP_000491986.1	USA300HOU_RS05245	1062164	1062598	-	GNAT family N-acetyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS05245
cds-WP_000088431.1	USA300HOU_RS05250	1062753	1063223	-	osmotic stress response protein	None	TCH1516	NC_010079.1	USA300HOU_RS05250
cds-WP_001031975.1	USA300HOU_RS05255	1063271	1064488	-	polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase	None	TCH1516	NC_010079.1	USA300HOU_RS05255
cds-WP_000671243.1	USA300HOU_RS05260	1064939	1066132	+	teichoic acid D-Ala esterase FmtA	None	TCH1516	NC_010079.1	fmtA
cds-WP_001797236.1	USA300HOU_RS05265	1066669	1066947	-	cytochrome aa3 quinol oxidase subunit IV	electron transport coupled proton transport|0015990||IEA	TCH1516	NC_010079.1	qoxD
cds-WP_000017736.1	USA300HOU_RS05270	1066956	1067561	-	cytochrome aa3 quinol oxidase subunit III	electron transport coupled proton transport|0015990||IEA	TCH1516	NC_010079.1	qoxC
cds-WP_001010762.1	USA300HOU_RS05275	1067551	1069539	-	cytochrome aa3 quinol oxidase subunit I	electron transport coupled proton transport|0015990||IEA	TCH1516	NC_010079.1	qoxB
cds-WP_000032836.1	USA300HOU_RS05280	1069539	1070639	-	cytochrome aa3 quinol oxidase subunit II	electron transport coupled proton transport|0015990||IEA	TCH1516	NC_010079.1	qoxA
cds-WP_001790624.1	USA300HOU_RS05285	1070941	1071063	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05285
cds-WP_001037831.1	USA300HOU_RS05290	1071211	1071528	-	DUF5011 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS05290
cds-WP_000225837.1	USA300HOU_RS05295	1072333	1073193	-	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	None	TCH1516	NC_010079.1	folD
cds-WP_000861572.1	USA300HOU_RS05300	1073394	1073876	+	5-(carboxyamino)imidazole ribonucleotide mutase	purine ribonucleotide biosynthetic process|0009152||IEA	TCH1516	NC_010079.1	purE
cds-WP_001010412.1	USA300HOU_RS05305	1073863	1074987	+	5-(carboxyamino)imidazole ribonucleotide synthase	'de novo' IMP biosynthetic process|0006189||IEA	TCH1516	NC_010079.1	purK
cds-WP_000174053.1	USA300HOU_RS05310	1074991	1075695	+	phosphoribosylaminoimidazolesuccinocarboxamide synthase	purine nucleotide biosynthetic process|0006164||IEA	TCH1516	NC_010079.1	USA300HOU_RS05310
cds-WP_000848350.1	USA300HOU_RS05315	1075695	1075958	+	phosphoribosylformylglycinamidine synthase subunit PurS	None	TCH1516	NC_010079.1	purS
cds-WP_000666799.1	USA300HOU_RS05320	1075960	1076631	+	phosphoribosylformylglycinamidine synthase I	purine ribonucleotide biosynthetic process|0009152||IEA	TCH1516	NC_010079.1	purQ
cds-WP_000032727.1	USA300HOU_RS05325	1076624	1078813	+	phosphoribosylformylglycinamidine synthase subunit PurL	purine ribonucleotide biosynthetic process|0009152||IEA	TCH1516	NC_010079.1	purL
cds-WP_000483713.1	USA300HOU_RS05330	1078792	1080276	+	amidophosphoribosyltransferase	purine ribonucleotide biosynthetic process|0009152||IEA	TCH1516	NC_010079.1	purF
cds-WP_000030812.1	USA300HOU_RS05335	1080269	1081297	+	phosphoribosylformylglycinamidine cyclo-ligase	'de novo' IMP biosynthetic process|0006189||IEA,purine ribonucleotide biosynthetic process|0009152||IEA	TCH1516	NC_010079.1	purM
cds-WP_000238664.1	USA300HOU_RS05340	1081300	1081866	+	phosphoribosylglycinamide formyltransferase	purine ribonucleotide biosynthetic process|0009152||IEA	TCH1516	NC_010079.1	purN
cds-WP_000709291.1	USA300HOU_RS05345	1081881	1083359	+	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purine nucleotide biosynthetic process|0006164||IEA,'de novo' IMP biosynthetic process|0006189||IEA	TCH1516	NC_010079.1	purH
cds-WP_001101908.1	USA300HOU_RS05350	1083381	1084628	+	phosphoribosylamine--glycine ligase	'de novo' IMP biosynthetic process|0006189||IEA,purine ribonucleotide biosynthetic process|0009152||IEA	TCH1516	NC_010079.1	purD
cds-WP_000273253.1	USA300HOU_RS05355	1084893	1085699	-	energy-coupling factor transporter transmembrane protein EcfT	None	TCH1516	NC_010079.1	USA300HOU_RS05355
cds-WP_000921968.1	USA300HOU_RS05360	1085692	1087092	-	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS05360
cds-WP_000033477.1	USA300HOU_RS05365	1087107	1087682	-	ECF transporter S component	None	TCH1516	NC_010079.1	USA300HOU_RS05365
id-NC_010079.1:1087759..1087859	None	1087759	1087859	-	None	None	TCH1516	NC_010079.1	None
cds-WP_000064214.1	USA300HOU_RS05375	1088266	1088400	-	glycopeptide resistance-associated protein GraF	None	TCH1516	NC_010079.1	graF
cds-WP_000009069.1	USA300HOU_RS05380	1088552	1089847	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05380
cds-WP_000685079.1	USA300HOU_RS05385	1090272	1091444	+	class I SAM-dependent rRNA methyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS05385
cds-WP_000505965.1	USA300HOU_RS05390	1091498	1092040	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05390
cds-WP_000437472.1	USA300HOU_RS05395	1092194	1092460	+	phosphocarrier protein HPr	None	TCH1516	NC_010079.1	USA300HOU_RS05395
cds-WP_000040054.1	USA300HOU_RS05400	1092463	1094181	+	phosphoenolpyruvate--protein phosphotransferase	regulation of nitrogen utilization|0006808||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA	TCH1516	NC_010079.1	ptsP
cds-WP_001289614.1	USA300HOU_RS05405	1094418	1094651	-	glutaredoxin-like protein NrdH	None	TCH1516	NC_010079.1	nrdH
cds-WP_000381849.1	USA300HOU_RS05410	1094849	1096210	+	cytochrome ubiquinol oxidase subunit I	None	TCH1516	NC_010079.1	USA300HOU_RS05410
cds-WP_000638456.1	USA300HOU_RS05415	1096207	1097226	+	cytochrome d ubiquinol oxidase subunit II	None	TCH1516	NC_010079.1	USA300HOU_RS05415
cds-WP_000514290.1	USA300HOU_RS05420	1097359	1098021	+	TrkA family potassium uptake protein	None	TCH1516	NC_010079.1	USA300HOU_RS05420
cds-WP_000811375.1	USA300HOU_RS05430	1098370	1100067	-	ribonuclease J	None	TCH1516	NC_010079.1	USA300HOU_RS05430
cds-WP_000257888.1	USA300HOU_RS05435	1100067	1100285	-	DNA-dependent RNA polymerase subunit epsilon	None	TCH1516	NC_010079.1	USA300HOU_RS05435
cds-WP_001788599.1	USA300HOU_RS05440	1100314	1100436	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05440
cds-WP_000957036.1	USA300HOU_RS05445	1100766	1101317	-	peptide deformylase	protein modification process|0036211||IEA	TCH1516	NC_010079.1	def
cds-WP_000668339.1	USA300HOU_RS05450	1101682	1102308	+	YkyA family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05450
cds-WP_000035320.1	USA300HOU_RS05455	1102479	1103591	+	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	acetyl-CoA biosynthetic process from pyruvate|0006086||IEA	TCH1516	NC_010079.1	pdhA
cds-WP_000068176.1	USA300HOU_RS05460	1103595	1104572	+	transketolase C-terminal domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS05460
cds-WP_000863440.1	USA300HOU_RS05465	1104663	1105955	+	dihydrolipoamide acetyltransferase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05465
cds-WP_000260118.1	USA300HOU_RS05470	1105959	1107365	+	dihydrolipoyl dehydrogenase	glycolytic process|0006096||IEA,cell redox homeostasis|0045454||IEA,dihydrolipoamide metabolic process|0051068||IEA	TCH1516	NC_010079.1	lpdA
cds-WP_000455597.1	USA300HOU_RS05475	1107533	1107808	+	UPF0223 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05475
cds-WP_001020625.1	USA300HOU_RS05480	1107952	1108491	+	XRE family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS05480
cds-WP_000433551.1	USA300HOU_RS05485	1108504	1109598	+	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS05485
cds-WP_001246561.1	USA300HOU_RS05490	1109591	1110388	+	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS05490
cds-WP_000872390.1	USA300HOU_RS05495	1110394	1111203	+	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS05495
cds-WP_000819690.1	USA300HOU_RS05500	1111203	1112276	+	spermidine/putrescine ABC transporter substrate-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS05500
cds-WP_000145499.1	USA300HOU_RS05505	1112350	1113369	+	DUF4064 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS05505
cds-WP_001080462.1	USA300HOU_RS05510	1113652	1114071	+	DUF4064 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS05510
cds-WP_001060842.1	USA300HOU_RS05515	1114153	1115505	-	Nramp family divalent metal transporter	transmembrane transport|0055085||IEA	TCH1516	NC_010079.1	USA300HOU_RS05515
cds-WP_000170610.1	USA300HOU_RS05520	1115689	1116303	-	YktB family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05520
cds-WP_001240311.1	USA300HOU_RS05525	1116460	1117287	+	inositol monophosphatase	None	TCH1516	NC_010079.1	USA300HOU_RS05525
cds-WP_000810620.1	USA300HOU_RS05530	1117441	1117632	-	DUF5325 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05530
cds-WP_000182654.1	USA300HOU_RS05535	1117734	1119581	+	translational GTPase TypA	translation|0006412||IEA,response to stress|0006950||IEA	TCH1516	NC_010079.1	typA
cds-WP_001250275.1	USA300HOU_RS05540	1119721	1119888	-	YlaI family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05540
cds-WP_000614712.1	USA300HOU_RS05545	1119890	1120372	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05545
cds-WP_001118417.1	USA300HOU_RS05550	1120513	1120788	+	DUF1507 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05550
cds-WP_000787940.1	USA300HOU_RS05555	1121102	1122328	+	cell division protein FtsW	None	TCH1516	NC_010079.1	ftsW
cds-WP_000809526.1	USA300HOU_RS05560	1122882	1126334	+	pyruvate carboxylase	pyruvate metabolic process|0006090||IEA,gluconeogenesis|0006094||IEA	TCH1516	NC_010079.1	USA300HOU_RS05560
cds-WP_000467123.1	USA300HOU_RS05565	1126474	1127385	-	heme A synthase	None	TCH1516	NC_010079.1	USA300HOU_RS05565
cds-WP_000031401.1	USA300HOU_RS05570	1127825	1128736	+	heme o synthase	heme biosynthetic process|0006783||IEA	TCH1516	NC_010079.1	cyoE
cds-WP_000538766.1	USA300HOU_RS05575	1128761	1129222	+	DUF420 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS05575
cds-WP_000733409.1	USA300HOU_RS05585	1129549	1130586	+	CAP domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS05585
cds-WP_000606480.1	USA300HOU_RS05590	1130602	1131036	+	YlbF family regulator	None	TCH1516	NC_010079.1	USA300HOU_RS05590
cds-WP_000757569.1	USA300HOU_RS05595	1131099	1132025	-	glycerophosphodiester phosphodiesterase	None	TCH1516	NC_010079.1	USA300HOU_RS05595
cds-WP_001049150.1	USA300HOU_RS05600	1132264	1132518	+	YlbG family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05600
cds-WP_000814565.1	USA300HOU_RS05605	1132521	1132910	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05605
cds-WP_001263796.1	USA300HOU_RS05610	1132980	1133522	+	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rRNA methylation|0031167||IEA	TCH1516	NC_010079.1	rsmD
cds-WP_000401377.1	USA300HOU_RS05615	1133524	1134006	+	pantetheine-phosphate adenylyltransferase	coenzyme A biosynthetic process|0015937||IEA	TCH1516	NC_010079.1	coaD
cds-WP_000843611.1	USA300HOU_RS05620	1134068	1135207	-	nucleotidyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS05620
cds-WP_000872158.1	USA300HOU_RS05625	1135334	1135891	+	DUF177 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS05625
cds-WP_000290472.1	USA300HOU_RS05635	1135971	1136144	+	50S ribosomal protein L32	translation|0006412||IEA	TCH1516	NC_010079.1	rpmF
cds-WP_001041586.1	USA300HOU_RS05640	1136298	1138235	-	heme uptake protein IsdB	None	TCH1516	NC_010079.1	isdB
cds-WP_000160859.1	USA300HOU_RS05645	1138438	1139490	-	LPXTG-anchored heme-scavenging protein IsdA	None	TCH1516	NC_010079.1	isdA
cds-WP_000789821.1	USA300HOU_RS05650	1139699	1140382	+	heme uptake protein IsdC	heme transport|0015886||IEA	TCH1516	NC_010079.1	isdC
cds-WP_001246698.1	USA300HOU_RS05655	1140382	1141458	+	iron-regulated surface determinant protein IsdD	None	TCH1516	NC_010079.1	isdD
cds-WP_001220199.1	USA300HOU_RS05660	1141455	1142333	+	heme ABC transporter substrate-binding protein IsdE	heme transport|0015886||IEA	TCH1516	NC_010079.1	isdE
cds-WP_000594530.1	USA300HOU_RS05665	1142346	1143311	+	hemin ABC transporter permease protein IsdF	None	TCH1516	NC_010079.1	isdF
cds-WP_001242429.1	USA300HOU_RS05670	1143373	1144107	+	class B sortase	protein processing|0016485||IEA,establishment of protein localization|0045184||IEA	TCH1516	NC_010079.1	srtB
cds-WP_000670950.1	USA300HOU_RS05675	1144126	1144449	+	staphylobilin-forming heme oxygenase IsdG	None	TCH1516	NC_010079.1	isdG
cds-WP_001788617.1	USA300HOU_RS05680	1144486	1144593	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05680
cds-WP_000435374.1	USA300HOU_RS05685	1144833	1145573	+	RNA methyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS05685
cds-WP_000003559.1	USA300HOU_RS05690	1145954	1147012	+	phenylalanine--tRNA ligase subunit alpha	phenylalanyl-tRNA aminoacylation|0006432||IEA	TCH1516	NC_010079.1	pheS
cds-WP_000908981.1	USA300HOU_RS05695	1147012	1149414	+	phenylalanine--tRNA ligase subunit beta	phenylalanyl-tRNA aminoacylation|0006432||IEA	TCH1516	NC_010079.1	pheT
cds-WP_001284258.1	USA300HOU_RS05700	1149585	1150523	-	ribonuclease HIII	RNA catabolic process|0006401||IEA	TCH1516	NC_010079.1	rnhC
gene-USA300HOU_RS05705	USA300HOU_RS05705	1150893	1151152	+	None	None	TCH1516	NC_010079.1	zapA
cds-USA300HOU_RS05705	USA300HOU_RS05705	1150893	1151152	+	cell division protein ZapA	cell division|0051301||IEA	TCH1516	NC_010079.1	zapA
cds-WP_000234068.1	USA300HOU_RS05710	1151160	1151681	+	CvpA family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05710
cds-WP_000161942.1	USA300HOU_RS05715	1151754	1153466	+	DNA polymerase/3'-5' exonuclease PolX	DNA repair|0006281||IEA	TCH1516	NC_010079.1	polX
cds-WP_001249285.1	USA300HOU_RS05720	1153476	1155824	+	endonuclease MutS2	None	TCH1516	NC_010079.1	USA300HOU_RS05720
cds-WP_001018928.1	USA300HOU_RS05725	1155997	1156311	+	thioredoxin	None	TCH1516	NC_010079.1	trxA
cds-WP_001788625.1	USA300HOU_RS05730	1156374	1156469	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05730
cds-WP_000390529.1	USA300HOU_RS05735	1156635	1158416	+	excinuclease ABC subunit UvrC	nucleotide-excision repair|0006289||IEA	TCH1516	NC_010079.1	uvrC
cds-WP_000079317.1	USA300HOU_RS05740	1158740	1159354	+	succinate dehydrogenase cytochrome b558 subunit	None	TCH1516	NC_010079.1	USA300HOU_RS05740
cds-WP_000818278.1	USA300HOU_RS05745	1159406	1161172	+	succinate dehydrogenase flavoprotein subunit	None	TCH1516	NC_010079.1	sdhA
cds-WP_000139712.1	USA300HOU_RS05750	1161172	1161987	+	succinate dehydrogenase iron-sulfur subunit	tricarboxylic acid cycle|0006099||IEA	TCH1516	NC_010079.1	sdhB
cds-WP_001039659.1	USA300HOU_RS05755	1162223	1163023	+	glutamate racemase	nitrogen compound metabolic process|0006807||IEA	TCH1516	NC_010079.1	racE
cds-WP_000659322.1	USA300HOU_RS05760	1163035	1163622	+	XTP/dITP diphosphatase	nucleoside triphosphate catabolic process|0009143||IEA	TCH1516	NC_010079.1	USA300HOU_RS05760
cds-WP_000049484.1	USA300HOU_RS05765	1163615	1164118	+	metallophosphoesterase	None	TCH1516	NC_010079.1	USA300HOU_RS05765
cds-WP_001791787.1	USA300HOU_RS05770	1164246	1164413	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05770
cds-WP_000739209.1	USA300HOU_RS05775	1164607	1164936	+	complement convertase inhibitor Ecb	None	TCH1516	NC_010079.1	ecb
cds-WP_001791789.1	USA300HOU_RS05780	1165253	1165345	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05780
cds-WP_000739563.1	USA300HOU_RS05785	1165305	1165706	-	formyl peptide receptor-like 1 inhibitory protein	None	TCH1516	NC_010079.1	USA300HOU_RS05785
cds-WP_000584398.1	USA300HOU_RS05790	1166378	1166884	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05790
cds-WP_000791587.1	USA300HOU_RS05795	1167143	1167640	+	complement convertase inhibitor Efb	None	TCH1516	NC_010079.1	efb
cds-WP_000669537.1	USA300HOU_RS05800	1167794	1168144	+	complement inhibitor SCIN-B	None	TCH1516	NC_010079.1	scb
cds-WP_001032814.1	USA300HOU_RS05810	1168797	1168982	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05810
cds-WP_000231632.1	USA300HOU_RS05820	1169604	1169837	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05820
cds-WP_000857483.1	USA300HOU_RS05825	1170314	1171273	-	alpha-hemolysin	None	TCH1516	NC_010079.1	hyl
cds-WP_000765708.1	USA300HOU_RS05830	1171946	1172092	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05830
cds-WP_001802045.1	USA300HOU_RS05835	1172049	1172273	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS05835
cds-WP_000041896.1	USA300HOU_RS05845	1172718	1173434	-	superantigen-like protein SSL12	None	TCH1516	NC_010079.1	USA300HOU_RS05845
cds-WP_001063559.1	USA300HOU_RS05850	1173542	1174267	-	superantigen-like protein SSL13	None	TCH1516	NC_010079.1	USA300HOU_RS05850
cds-WP_000739523.1	USA300HOU_RS05855	1174362	1175087	-	superantigen-like protein SSL14	None	TCH1516	NC_010079.1	USA300HOU_RS05855
cds-WP_000793605.1	USA300HOU_RS05860	1175525	1176526	+	ornithine carbamoyltransferase	arginine biosynthetic process via ornithine|0042450||IEA	TCH1516	NC_010079.1	argF
cds-WP_001074342.1	USA300HOU_RS05865	1176549	1177481	+	carbamate kinase	amino acid metabolic process|0006520||IEA	TCH1516	NC_010079.1	arcC
cds-WP_000432077.1	USA300HOU_RS05870	1177653	1179209	+	YfcC family protein	None	TCH1516	NC_010079.1	USA300HOU_RS05870
